ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",097125046,10733,0.000,1.00,10733.740,21467,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141527183,183451,0.000,1.00,183451.800,366904,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141528277,21,0.000,1.00,21.090,42,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141533998,134373,0.000,1.00,134373.600,268747,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141612972,111860,0.000,1.00,111860.910,223722,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141633474,9,0.000,1.00,9.500,19,6/30/16-8/1/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141654941,104282,0.000,1.00,104282.210,208564,6/30/16-8/1/16
