ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVR CHICAGO, IL 60811",141881911,13534,0.000,1.00,13534.560,27069,9/29/18-10/28/18
1430277018,"400-410 N MICHIGAN AVR CHICAGO, IL 60811",141807465,89507,0.000,1.00,89507.160,179014,9/29/18-10/28/18
