ESIID,Service Address,Meter,Current Meter Read,Previous Meter Read,Mult,Usage,Demand,Period
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141661911,38190,0.000,1.00,38190.960,76382,8/29/16-8/29/16
1430277018,"400-410 N MICHIGAN AVE CHICAGO, IL 60611",141807465,158830,0.000,1.00,158830.200,317660,8/29/16-8/29/16
